,review_comment_message,review_score,sentimento
32719,Recebi a encomenda em perfeito estado e antes do prazo previsto. ,5,positivo
32723,Tudo ok. ,4,positivo
32731,A rede é bonita como na foto.,5,positivo
32740,bom. recomendo,5,positivo
32744,entrega feita antes do previsto. gostei!!!,5,positivo
32747,Produto muito bom. Correspondeu as expectativas.,5,positivo
32748,"Não tenho nenhuma queixa. só elogios. Fui atendida sem burocracias, no sprazo. recebi emails atenciosos . ESTOU SATISFEITA.",5,positivo
32753,Produto bem elaborado agora posso ligar tanto meu mini compressor como meu aspirador portátil nele muito bom mesmo.,5,positivo
32756,Sempre compro nas lannister e super indico.,4,positivo
32757,produto enregue antes do prazo.. parabéns,5,positivo
32765,Não recebi o produto,1,negativo
32766,Entrega muito antes do previsto estava para entregar até 04/10 mas chegou no correio de minha cidade 22/09 e bem embalado recomendo compras na loja e voltarei a comprar.,5,positivo
32767,"Demora na entrega
Frete caro
Não tem uma satisfação.
Fiquei insatisfeito com a compra poderia ter comprado em uma.livraria.",1,negativo
32770,Meu marido compro pensando que era o par mas ele viu que Ele estava errado,5,positivo
32771,"Somente uma SURPRESA: o produto não é americano, mas, CHINÊS. Pela qualidade e semelhança não é FALSO. Porém também não é autentico. Vou usa-lo, espero que não parta o encaixe plástico prá não travar!",4,positivo
32774,Sempre comprei e fui muito bem atendido.,5,positivo
32775,Perdi totalmente a confiança nas compras on line dessa loja. Não recebi nem o produto nem respostas ,1,negativo
32779,eu recomendo produto muito bom.,5,positivo
32790,"Não testei o produto ainda, mas ele veio correto e em boas condições. Apenas a caixa que veio bem amassada e danificada, o que ficará chato, pois se trata de um presente.",4,positivo
32791,Loja eficiente! ,5,positivo
32797,Cancelei o produto e não recebi o voucher de reembolso.,1,negativo
32798,"Produto entregue antes do prazo! Atendeu todas as minhas expectativas.
Super recomendo. ",5,positivo
32802,"Os potes são lindos! A entrega foi rápida, vieram muito bem embalados. ",5,positivo
32807,aconteceu algo na entrega e eu não recebi ainda o produto. ninguém me explicou ainda o que foi essa ocorrência,1,negativo
32808,"Comprei 3 jogos e so vieram 2 
E agora peco dinheiro ? 
Paguei e quero meu produto",1,negativo
32810,Não é da cor do anuncio. Ele é cor de rosa. Não gostei. ,2,negativo
32815,Excelente.,5,positivo
32827,um dos produtos teve um atraso mas geral veio certo entao recomendo,4,positivo
32829,Gosto de comprar no site das lojas Américas tem preço e a entrega é super rapida,5,positivo
32830,"No site diz que recebi Lipo 6 Black Ultra Concentrado Versão Nacional 60 caps, mas ainda não recebi.

",1,negativo
32831,"Ainda não tenho totalmente como avaliar a loja, uma vez que o produto foi entregue muito quebrado e não sei como será solucionado o problema.",1,negativo
32835,Melhor site,5,positivo
32836,Pedi o cancelamento e mesmo assim me entregaram o produto. ,1,negativo
32838,Muito bom,5,positivo
32841,Bolsa linda amei!!!,5,positivo
32848,OTIMO,5,positivo
32850,Amei era o que eu esperava ótima qualidade ,5,positivo
32858,Como sempre nunca tive problemas em comprar no stark.,5,positivo
32859,"Produto muito lindo, chegou bem antes do prazo.",4,positivo
32862,"Pelo custo ele atende muito bem as expectativas.As cerdas são macias,alem de ser lindo.",4,positivo
32864,Achei king pequeno. Ficou curto na minha cama. O material muito bom.,5,positivo
32867,"Boa qualidade, chegou mais de uma semana antes do prazo, até agora não deu qualquer problema.",5,positivo
32870,Não recebi minha mercadoria ainda. Pois o prazo já passou e não recebi.,1,negativo
32872,Até o momento o produto não chegou na minha residência e a loja não entra em contato ,1,negativo
32880,"O relógio é lindo, minha filha amou. ",5,positivo
32881,Chegou conforme anúncio.,5,positivo
32883,Chegou antes do prazo. Ótimo,5,positivo
32884,No site tem a infomação de entregue e eu não recebi o produto .,1,negativo
32896,"Quanto ao prazo foi tudo ótimo, só não estou satisfeito porque paguei pelo frete para ser entregue em minha residência, mas não chegou foi para os correios. Tive que ir buscá-lo.",2,negativo
32897,A mercadoria e de péssima qualidade não recomendaria ninguém a comprar,2,negativo
32899,"Ele é bem potente e confortável!!!
Tem bastante fio de fone, distancia é de menos!!!
Chegou no prazo o que foi muito bom !!!",5,positivo
32900,"A loja foi muito rápida no envio, recebi tudo certo e de forma eficiente. Grata! ",5,positivo
32902,"Produto chegou corretamente e serviu certo no meu xbox 360 e one.
",5,positivo
32903,gostei do produto estou muito satisfeita parabèns,5,positivo
32911,Eu pedi uma chave canivete nissam march de três botões e enviaram de quatro botões. Mesmo assim já adaptei.,4,positivo
32923,site confiavel,5,positivo
32924,"A entrega foi rápida, porém a tampa de uma panela veio cortada. Preciso que façam a troca.",4,positivo
32927,Boa entrega,4,positivo
32929,boa noite gostaria de saber si este aparelho pega whatsapp pois noa consegue baixa?? ,2,negativo
32930,Ótima,5,positivo
32932,Gostei muito,5,positivo
32933,Não recebi e ninguém me ligou. Falei por msg.e ninguém me respondeu ,1,negativo
32937,"Eu qero meu produto logo, por q essa demora !",1,negativo
32945,entrega super rápida,5,positivo
32946,"Veio até gamão, que não falava na descrição, fiquei feliz. O único porém é que o desenho do tabuleiro de xadrez é colado e não pintado.",5,positivo
32948,"Não recebi o pedido completo. Minha compra eram 3 pendentes e veio somente um na caixa, porém a nota fiscal veio dos três produtos.
Até agora ninguém respondeu meu email da reclamação.
Aguardo.",1,negativo
32952,Tudo conforme acertado.,4,positivo
32954,Ótimo custo x benefício.,5,positivo
32955,Gostei muito do puff,5,positivo
32960,Gostei muiito,5,positivo
32963,Chegou antes do prazo previsto. Amei a capa.,5,positivo
32965,Bom,4,positivo
32968,Muito boa ,5,positivo
32972,otímo,5,positivo
32973,"entrega na data prevista,somente a qualidade do material não é o mesmo que eu pensava mas pelo preço ta valido",5,positivo
32974,Infelizmente não! A qualidade do produto não agradou.Impressão da foto em exposição remete a um tamanho maior e a recebida sequer atende a uma criança. PRODUTO NÃO JUSTIFICA O VALOR INFELIZMENTE!,1,negativo
32980,"Devido incompatibilidade vou devolver, ótimo produto! ",5,positivo
32981,"PRODUTO FOI ENTREGUE VIA CORREIOS
ANTES DO PRAZO PREVISTO.",5,positivo
32983,não recebi minha encomenda ainda,1,negativo
32988,"Produto um pouço maior do que na imagem, mas ficou legal.",4,positivo
32989,recebi no tempo certo.obrigado.,5,positivo
33002,Ótima loja entrega antes do prazo,4,positivo
33007,"Bem antes da data máxima, ótimo ! Agora é ver se o aparelho funciona.",5,positivo
33009,"Produto entregue no prazo, lacrado, em boa qualidade, recomendo",5,positivo
33010,qualidade.,5,positivo
33012,chegou bem antes do prazo previsto,5,positivo
33015,Ja respondi esse questionario.,2,negativo
33017,Adorei,5,positivo
33021,Produto não informado como paralelo/réplica ,1,negativo
33029,Foi entregue rapidamente e o produto veio perfeito e muito bem embalado!!,5,positivo
33032,Chegou bam antes do prometido.,5,positivo
33033,"Veio tudo do kit e dentro do prazo. Mas tenho a impressão que é falsificada a progressiva. Tem cheiro, cor, textura e rótulos diferente da original. ",4,positivo
33035,Otimo,5,positivo
33036,ok,5,positivo
33038,"Entregue antes do prazo 
",5,positivo
33039,"chegou no prazo, tudo certo. ainda noa instalei mas a principio tudo ok com o produto",5,positivo
33046,Deu tudo certo!,4,positivo
33049,eu so recebi 01 kit cobre leito queen Vitoria-floral tabaco/palha 7peças.Os correios so me entregou este.Falta a entrega da colcha cobre leito Requinte Super king percal 180 fios bege.ESTOU NO AGUARDO,2,negativo
33052,Ótimo ,5,positivo
33053,"recomendo sim pois entrega sertinho produto do geito que e postado super recomendo
",5,positivo
33054,Chegou antes do previsto,4,positivo
33055,"Produto entregue no prazo, sim eu recomendaria.",4,positivo
33057,"Produto chegou dentro do prazo. Gostei muito da progressiva let me ne ela não causa desconforto algum, eu mesma apliquei, sequei e pranchei em mim mesma. Recomendo ",5,positivo
33058,Produto de ótima qualidade e chegou bem antes do prazo previsto de entrega! Estou muito satisfeita!,5,positivo
33060,Estou aguardando a entrega do cartucho. Nunca tive problemas com as lojas lannister. ,2,negativo
33062,"O produto chegou no prazo porém o item veio errado, entrei em contato com o vendedor e o mesmo disse que me mandaria o produto correto.
Estou aguardando o código de rastreio do produto correto.",2,negativo
33063,recomendo produto,4,positivo
33066,"CHEGOU, NO PRAZO CERTO, TUDO CERTINHO.",5,positivo
33067,"Satisfeita com a compra. Entrega rápida , super indico essa loja. ",5,positivo
33069,"Produto entregue muito antes do previsto, funciona bem, brinquedo bonito.",4,positivo
33071,"De todas minhas compras que fiz tive sucesso, nunca tive problemas algum, recomendo.",5,positivo
33080,"Comprei o produto fiz o pagamento na semana que estava pra chegar recebi um e-mail que meu produto não seria entregue, pois não tinha em estoque.
Quero o reembolso.
",1,negativo
33081,Muito bom produtos,5,positivo
33085,SATISFEITISSIMO,4,positivo
33090,"Não recebi o pedido completo ,veio faltando 1 jogo de toalhas.Comprei 2 jogos Nota Fiscal 001689. Aguardo solução urgente.Faltou jogo vermelho.Fornecedor Ibitinga Decora.Aguardo solução urgente ",1,negativo
33091,"muito bom, adorei.",5,positivo
33092,Muito bom recomendo!,4,positivo
33093,Demorou muito mas a capinha é boa. ,4,positivo
33094,Não recebi o produto,1,negativo
33096,Uma cadeira veio faltando a parte do encosto.,2,negativo
33097,Demorou um pouco pq não era do baratheon o lençol mas fiquei bastante feliz com meu produto,5,positivo
33100,eu comprei 2 alicates e só chegou 1 alicate,2,negativo
33101,Produto entregue no prazo ,5,positivo
33103,O produto chegou bem antes do previsto e em perfeitas condições. Minha namorada adorou. Recomendo,5,positivo
33104,Esta demorando muito para entrega,1,negativo
33105,Gostei do produto era o que estava precisando.,4,positivo
33107,"Boa noie o produto foi entregue na cor errada , eu pedi na cor preto e veio branco . Lamentavel .",1,negativo
33108,Satisfeita,5,positivo
33109,nao recebi gostaria de estar recebendo o dinheiro de volta,1,negativo
33110,Fiz a compra da capa luxo no tom rosa e veio o dourado. Não gostei.,1,negativo
33115,"A cor do produto nao é a cor q Preciso, gostaria de trocar, como faço? ",4,positivo
33116,Atendeu minhas expectativa ,5,positivo
33119,"Produto comprado foi Moringa em cápsulas, a qual, já fazia uso porém de farmácia de manipulação local. Este que comprei agora não faz efeito algum.",2,negativo
33123,Sim,4,positivo
33124,"Fiz um pedido de 4 itens, ele foi separado em 2 entregas. Só recebi 3 itens!!! ",2,negativo
33125,"Justo pelo valor. Na entrega acabaram batendo um dos cantos do baú, que acabou meio feinho, mas não dá pra ver devido a posição dele. Infelizmente, tive que subir por 3 andares com ele, super pesado!!",4,positivo
33127,Chegou bem antes da data prevista....,5,positivo
33129,Recebi rapidamente o produto. ,5,positivo
33130,"Produto atendeu as expectativas da minha esposa, de ótima qualidade e foi entregue dentro do prazo acordado.",5,positivo
33134,"Demora um pouco pelo preço do frete, mas chegou antes do prazo ",4,positivo
33145,"Excelente loja, super confiável , entrega no prazo, preço bom, satisfação garantida.",5,positivo
33146,adorei a carteira grande e confortavel com bastante acessórios e espaço para documento.,5,positivo
33148,"Muito demorado para enviar o produto, e que até agora não chegou.",1,negativo
33152,Comprei e até na data de hoje não foi entregue! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,negativo
33156,Bom material,5,positivo
33157,Ótimo produto,5,positivo
33159,A arara para roupas/desfile com cabideiro chegou perfeita e antes da data prevista. Satisfez minhas necessidades. Bom vendedor. Recomendo!,5,positivo
33164,"amei o produto muito bom , entregue super rapido",5,positivo
33169,Quero cancelar e não obtenho nenhuma resposta em todos os protocolos que abri.,1,negativo
33171,o produto veio antes do prazo muito bom e confiável essa compra,4,positivo
33173,o sistema mudou automaticamente o produto que eu comprei por outro veio errado,2,negativo
33178,"SEMPRE FAÇO COMPRAS PELA lannister..
SUPER PROFISSIONAIS. ",5,positivo
33179,Excelente ,5,positivo
33181,"O produto principal veio CORRETO! 
mas a FORCE 220V não veio, mandaram um frasco de guárana no lugar.
Sendo que não sinto efeito com estas capsulas de guarana.",4,positivo
33185,"NÃO SEI SE CRIEI MUITAS EXPECTATIVAS, MAS ACHEI O PRODUTO SIMPLES.",1,negativo
33186,Entregue antes do previsro!,5,positivo
33189, Tudo ok. Exceto q a caixa de dentro veio violada.,4,positivo
33191,Muito bom,4,positivo
33193,Bom,5,positivo
33194,Muito bom vendedor. Recebi dentro do prazo e o produto veio conforme pedi.,5,positivo
33197,Paguei dois produtos com 60 e só veio um na nota fiscal consta duas unidades porém quando eu abri a caixa só tinha uma unidade desde já peço vênia ,1,negativo
33198,Tudo muito bom. Recomendo,5,positivo
33199,"Não gostei da colcha, material muito fraco. Na foto estava linda, mas quando chegou fiquei triste, acabendo muito 
mau feito.Mas isso acontece com quem compra na internet",1,negativo
33201,Bom é eficiente na entrega ,4,positivo
33204,"Não recebi meu pedido, não retornaram os emails que enviei pedindo informações de entrega. Pela falta de compromisso e pelo desrespeito ao cliente(consumidor) realizei o cancelamento.",1,negativo
33207,Top,5,positivo
33208,O PRODUTO NÃO CHEGOU!!!,1,negativo
33209,"Entrega mto rápida, antes do prazo. Produto excelente! ",5,positivo
33210,"produto entregue antes do prazo,minha filha adorou.",5,positivo
